ProductID,CompetitorPrice,HistoricalPrice,Demand,CustomerSatisfaction,TimeOfDay,DayOfWeek,Price
1226,418,517,High,High,Morning,Tuesday,58
1227,770,743,Medium,Medium,Night,Friday,49
1228,431,587,High,High,Morning,Thursday,42
1229,601,497,Low,Medium,Evening,Wednesday,45
1230,632,754,High,Low,Night,Thursday,57
1231,648,746,Low,High,Afternoon,Thursday,74
1232,539,782,Medium,Medium,Night,Friday,50
1233,745,672,Medium,Low,Afternoon,Monday,61
1234,622,419,Low,High,Afternoon,Tuesday,65
1235,430,544,Medium,Low,Evening,Monday,51
1236,712,560,High,Low,Night,Wednesday,50
1237,744,464,Low,High,Night,Monday,75
1238,779,732,Low,Low,Night,Thursday,70
1239,703,759,High,Low,Afternoon,Wednesday,72
1240,778,691,High,Medium,Morning,Tuesday,41
1241,681,625,Medium,Medium,Afternoon,Tuesday,64
1242,724,543,Medium,High,Afternoon,Monday,70
1243,729,750,High,Medium,Evening,Tuesday,71
1244,643,744,Medium,Medium,Evening,Friday,40
1245,507,716,Medium,High,Evening,Monday,77
1246,548,614,Medium,High,Night,Friday,51
1247,784,500,Low,High,Evening,Friday,71
1248,772,420,Low,Low,Morning,Monday,79
1249,609,448,High,Low,Morning,Wednesday,80
1250,675,585,Low,Low,Evening,Monday,69
1251,741,526,Medium,High,Afternoon,Friday,75
1252,419,611,Medium,Low,Morning,Friday,79
1253,556,746,Low,Medium,Evening,Thursday,61
1254,601,769,High,Low,Night,Tuesday,70
1255,693,615,Medium,Medium,Evening,Wednesday,54
1256,588,581,Low,Low,Night,Tuesday,72
1257,629,690,Low,Medium,Afternoon,Monday,59
1258,614,405,Medium,High,Evening,Friday,47
1259,749,796,Medium,High,Night,Monday,66
1260,578,781,Low,Medium,Night,Tuesday,46
1261,634,402,Low,Medium,Afternoon,Monday,59
1262,600,756,High,High,Morning,Friday,47
1263,416,794,Low,Medium,Morning,Wednesday,41
1264,467,583,Medium,High,Morning,Friday,53
1265,445,513,Medium,Medium,Afternoon,Monday,52
1266,660,432,High,Low,Evening,Wednesday,69
1267,479,760,High,Low,Afternoon,Monday,64
1268,480,594,Low,Medium,Evening,Tuesday,51
1269,542,789,Low,High,Evening,Tuesday,62
1270,733,709,Medium,High,Afternoon,Monday,63
1271,733,518,Low,High,Morning,Friday,77
1272,561,441,Medium,High,Morning,Wednesday,79
1273,480,794,Low,Medium,Night,Thursday,54
1274,509,426,Low,High,Morning,Monday,45
1275,405,798,High,High,Afternoon,Wednesday,64
1276,410,474,Medium,Low,Afternoon,Wednesday,79
1277,550,492,Low,High,Afternoon,Thursday,49
1278,639,551,Medium,Low,Night,Wednesday,72
1279,494,714,High,Medium,Night,Thursday,74
1280,493,417,Medium,Medium,Morning,Thursday,79
1281,516,746,Low,Low,Afternoon,Wednesday,63
1282,449,793,Medium,Medium,Afternoon,Monday,76
1283,788,519,Low,High,Evening,Thursday,74
1284,614,716,Low,Medium,Night,Tuesday,59
1285,470,476,High,High,Afternoon,Thursday,67
1286,721,494,High,High,Night,Wednesday,58
1287,508,563,Medium,High,Morning,Tuesday,51
1288,509,482,Low,Medium,Afternoon,Monday,61
1289,562,464,Medium,High,Morning,Thursday,47
1290,481,499,Low,Low,Evening,Thursday,60
1291,661,654,Medium,High,Morning,Wednesday,49
1292,436,695,High,High,Evening,Wednesday,64
1293,686,758,Low,Medium,Evening,Thursday,74
1294,556,478,High,Medium,Night,Friday,41
1295,760,412,Medium,Medium,Evening,Tuesday,59
1296,579,518,Medium,Low,Morning,Tuesday,69
1297,690,441,Low,High,Evening,Monday,74
1298,726,480,Low,High,Morning,Friday,65
1299,477,434,Medium,Medium,Night,Wednesday,67
1300,477,589,Low,High,Afternoon,Friday,52
1301,403,615,High,High,Evening,Tuesday,50
1302,766,516,Low,Medium,Evening,Tuesday,72
1303,440,481,Medium,High,Night,Wednesday,70
1304,480,709,Medium,Low,Evening,Tuesday,40
1305,768,743,High,High,Afternoon,Tuesday,63
1306,745,564,High,High,Morning,Friday,78
1307,527,602,High,Medium,Afternoon,Monday,72
1308,638,513,High,High,Evening,Tuesday,78
1309,664,597,High,High,Morning,Wednesday,80
1310,718,641,Low,Low,Afternoon,Tuesday,79
1311,719,497,High,Low,Evening,Thursday,71
1312,724,583,Medium,Low,Afternoon,Tuesday,41
1313,632,477,Low,Medium,Evening,Tuesday,62
1314,744,759,Medium,Medium,Morning,Thursday,70
1315,479,569,Low,Low,Night,Thursday,56
1316,426,547,High,Low,Night,Thursday,55
1317,760,425,High,Low,Night,Monday,65
1318,441,733,Low,High,Morning,Friday,56
1319,689,732,Medium,Low,Evening,Monday,62
1320,426,427,Medium,Medium,Afternoon,Monday,47
1321,445,435,Medium,High,Afternoon,Monday,55
1322,691,457,Low,High,Morning,Tuesday,54
1323,525,791,Medium,High,Night,Tuesday,43
1324,800,539,Low,Medium,Evening,Wednesday,42
1325,576,716,Medium,High,Night,Wednesday,78
1326,530,617,High,Low,Evening,Friday,70
1327,494,438,Low,Low,Morning,Wednesday,49
1328,426,524,Medium,Low,Afternoon,Monday,62
1329,483,721,Low,High,Afternoon,Monday,62
1330,610,563,Medium,Low,Afternoon,Wednesday,53
1331,628,418,High,High,Night,Wednesday,49
1332,533,541,Low,High,Morning,Thursday,59
1333,792,659,High,Low,Afternoon,Thursday,55
1334,705,609,Medium,Low,Evening,Thursday,65
1335,653,755,High,Low,Night,Tuesday,53
1336,757,635,Low,Low,Morning,Friday,51
1337,773,590,Medium,High,Afternoon,Thursday,59
1338,671,607,High,High,Morning,Thursday,42
1339,500,730,Medium,Medium,Night,Tuesday,77
1340,706,767,Medium,Medium,Evening,Friday,56
1341,622,517,Medium,Low,Afternoon,Wednesday,42
1342,446,601,Low,Medium,Afternoon,Tuesday,61
1343,533,685,Low,Medium,Evening,Thursday,53
1344,661,489,Low,Medium,Morning,Friday,72
1345,435,762,Low,Low,Evening,Monday,52
1346,711,502,Medium,High,Afternoon,Monday,74
1347,494,767,Medium,High,Night,Tuesday,78
1348,712,622,Low,High,Morning,Monday,75
1349,645,697,Medium,Medium,Evening,Friday,62
1350,580,757,Low,Medium,Morning,Tuesday,47
1351,589,688,Low,Medium,Evening,Monday,78
1352,463,687,High,High,Evening,Thursday,47
1353,587,594,Medium,Low,Afternoon,Monday,74
1354,461,481,High,High,Afternoon,Monday,41
1355,722,681,High,High,Evening,Thursday,47
1356,452,612,High,Low,Morning,Friday,80
1357,471,491,Medium,High,Morning,Friday,70
1358,470,521,Low,Medium,Evening,Monday,57
1359,524,436,Low,Low,Evening,Tuesday,55
1360,504,410,Medium,Low,Night,Friday,43
1361,508,728,Medium,Medium,Evening,Wednesday,78
1362,636,520,Low,Low,Afternoon,Wednesday,46
1363,572,404,Low,Low,Afternoon,Monday,73
1364,536,406,Low,Low,Night,Thursday,71
1365,483,694,Medium,High,Morning,Wednesday,47
1366,467,412,High,Medium,Evening,Thursday,52
1367,718,512,Medium,Medium,Evening,Monday,58
1368,492,499,Medium,High,Evening,Tuesday,55
1369,546,637,Low,Medium,Evening,Thursday,77
1370,748,575,Low,Medium,Evening,Wednesday,65
1371,540,789,Medium,High,Night,Thursday,75
1372,710,472,Low,Medium,Morning,Tuesday,59
1373,483,540,Medium,High,Night,Monday,43
1374,401,784,High,High,Afternoon,Friday,61
1375,785,665,High,High,Afternoon,Monday,68
1376,662,701,High,High,Morning,Tuesday,53
1377,686,479,Low,Medium,Morning,Thursday,72
1378,506,445,High,Medium,Morning,Wednesday,47
1379,447,443,High,High,Evening,Friday,69
1380,516,418,Low,High,Night,Tuesday,70
1381,663,747,Medium,High,Night,Monday,55
1382,665,697,Low,Low,Evening,Thursday,61
1383,659,748,Medium,Low,Afternoon,Thursday,63
1384,516,750,High,Medium,Afternoon,Monday,61
1385,515,652,Medium,High,Morning,Tuesday,76
1386,644,612,Medium,Low,Morning,Monday,63
1387,515,474,High,Low,Night,Thursday,62
1388,638,762,Medium,Medium,Night,Tuesday,41
1389,589,498,Low,High,Evening,Friday,68
1390,783,734,High,Low,Night,Monday,77
1391,733,406,Medium,Medium,Night,Tuesday,40
1392,528,614,High,Low,Afternoon,Tuesday,53
1393,703,536,Low,High,Morning,Friday,68
1394,628,462,High,Low,Night,Monday,63
1395,620,564,Low,Medium,Evening,Tuesday,76
1396,599,448,Medium,Low,Afternoon,Tuesday,73
1397,713,551,Medium,Medium,Evening,Tuesday,46
1398,639,665,High,Medium,Morning,Monday,58
1399,667,419,High,Medium,Afternoon,Monday,71
1400,468,759,High,High,Evening,Wednesday,79
1401,605,564,Medium,High,Evening,Thursday,60
1402,633,560,Medium,Low,Evening,Tuesday,65
1403,560,640,Medium,High,Morning,Friday,52
1404,467,711,Medium,Medium,Evening,Friday,75
1405,558,669,High,High,Night,Tuesday,60
1406,712,428,Low,Low,Afternoon,Thursday,66
1407,567,738,Low,Low,Evening,Tuesday,72
1408,623,566,High,Low,Afternoon,Tuesday,78
1409,721,592,Low,High,Evening,Tuesday,53
1410,566,743,High,High,Night,Monday,51
1411,662,492,Medium,Low,Morning,Tuesday,80
1412,487,502,High,Low,Morning,Tuesday,43
1413,452,574,Medium,Low,Night,Monday,52
1414,611,756,Medium,High,Night,Friday,69
1415,621,586,Low,Low,Night,Friday,67
1416,786,577,Medium,High,Afternoon,Thursday,80
1417,483,554,Medium,Medium,Night,Tuesday,77
1418,707,761,Medium,Medium,Afternoon,Tuesday,78
1419,520,437,Medium,High,Evening,Thursday,75
1420,767,425,Medium,High,Night,Monday,56
1421,455,714,High,Medium,Evening,Monday,60
1422,640,617,High,High,Morning,Tuesday,44
1423,644,507,Medium,Medium,Evening,Friday,70
1424,620,425,Low,High,Evening,Monday,79
1425,568,457,Medium,Low,Evening,Wednesday,60
1426,490,434,Medium,Medium,Morning,Monday,41
1427,664,480,Medium,High,Night,Wednesday,68
1428,423,600,High,Medium,Morning,Monday,67
1429,632,477,High,Medium,Morning,Tuesday,79
1430,506,576,Low,Low,Evening,Wednesday,69
1431,529,413,High,Medium,Afternoon,Wednesday,50
1432,677,622,High,Medium,Morning,Tuesday,44
1433,495,430,Low,Low,Night,Wednesday,79
1434,406,450,High,Low,Afternoon,Thursday,78
1435,663,558,Medium,Medium,Afternoon,Monday,55
1436,645,436,High,Medium,Evening,Tuesday,51
1437,483,696,Medium,Low,Night,Thursday,61
1438,670,720,Low,Low,Night,Thursday,62
1439,467,703,Medium,Low,Morning,Monday,70
1440,648,571,Medium,High,Night,Friday,65
1441,445,520,Low,High,Morning,Wednesday,56
1442,580,690,Low,High,Afternoon,Tuesday,80
1443,760,490,Low,High,Night,Monday,77
1444,739,760,Low,High,Night,Tuesday,58
1445,596,556,High,Medium,Evening,Tuesday,63
1446,648,589,Medium,Low,Night,Monday,45
1447,506,594,Low,Medium,Evening,Thursday,75
1448,678,683,High,High,Afternoon,Friday,42
1449,700,407,Medium,Medium,Morning,Monday,52
1450,501,631,Low,Medium,Evening,Thursday,74
1451,456,651,High,Medium,Morning,Tuesday,40
1452,571,756,Medium,Medium,Night,Wednesday,75
1453,578,624,Medium,High,Afternoon,Friday,65
1454,640,499,Low,Medium,Evening,Monday,67
1455,735,716,Low,Medium,Morning,Monday,50
1456,462,721,High,High,Night,Thursday,51
1457,411,756,Low,Low,Afternoon,Friday,51
1458,686,721,Medium,High,Morning,Monday,43
1459,713,687,Medium,Low,Afternoon,Tuesday,54
1460,770,694,Low,Low,Morning,Wednesday,69
1461,732,452,Low,High,Morning,Tuesday,48
1462,644,636,High,Low,Night,Wednesday,72
1463,485,524,Low,Low,Afternoon,Thursday,53
1464,543,465,Medium,Medium,Afternoon,Thursday,71
1465,679,458,High,High,Evening,Friday,59
1466,582,460,Medium,Medium,Evening,Tuesday,75
1467,540,477,Low,Low,Night,Tuesday,51
1468,766,529,Medium,Low,Night,Monday,49
1469,648,440,Low,Low,Evening,Thursday,46
1470,669,560,High,Low,Morning,Tuesday,50
1471,747,503,Low,Medium,Afternoon,Wednesday,62
1472,653,698,High,Medium,Afternoon,Thursday,44
1473,486,492,Low,Medium,Afternoon,Monday,46
1474,629,662,High,Low,Evening,Friday,44
1475,789,520,Medium,High,Morning,Friday,56
1476,608,475,Low,Medium,Morning,Friday,47
1477,749,700,High,Medium,Afternoon,Tuesday,61
1478,510,565,Medium,Medium,Evening,Thursday,48
1479,473,657,Medium,Medium,Night,Tuesday,63
1480,453,545,Low,Low,Morning,Wednesday,51
1481,585,661,High,Medium,Morning,Thursday,40
1482,410,740,High,High,Night,Friday,59
1483,621,693,Medium,High,Morning,Monday,57
1484,782,514,Medium,Medium,Night,Friday,69
1485,765,615,Medium,High,Morning,Tuesday,78
1486,692,588,High,Low,Morning,Wednesday,67
1487,680,608,High,High,Night,Friday,57
1488,733,522,Low,High,Evening,Thursday,64
1489,668,499,High,Low,Evening,Friday,63
1490,674,746,High,Low,Evening,Tuesday,66
1491,644,492,Medium,Medium,Afternoon,Wednesday,48
1492,653,798,Low,High,Afternoon,Friday,72
1493,671,474,Low,Low,Night,Monday,58
1494,607,545,High,High,Afternoon,Monday,71
1495,756,637,Medium,Low,Afternoon,Thursday,80
1496,665,743,Medium,High,Night,Friday,54
1497,586,546,Low,High,Night,Friday,73
1498,572,454,High,Medium,Morning,Thursday,71
1499,476,452,High,Low,Evening,Wednesday,63
1500,564,712,Medium,High,Night,Monday,51
1501,477,516,High,Medium,Evening,Tuesday,61
1502,551,545,High,High,Night,Thursday,55
1503,560,606,High,High,Evening,Monday,46
1504,578,567,Low,Medium,Morning,Monday,47
1505,643,423,High,Low,Afternoon,Wednesday,43
1506,581,423,Low,High,Afternoon,Wednesday,65
1507,605,754,High,High,Morning,Tuesday,73
1508,633,500,Medium,Low,Night,Friday,43
1509,731,414,Medium,High,Night,Wednesday,69
1510,523,729,Low,Medium,Night,Friday,74
1511,514,722,High,Medium,Morning,Wednesday,55
1512,540,667,Low,Medium,Evening,Wednesday,56
1513,717,714,Low,Low,Afternoon,Thursday,43
1514,561,473,Low,Medium,Morning,Wednesday,44
1515,730,668,Medium,High,Evening,Tuesday,71
1516,491,416,High,Low,Morning,Monday,51
1517,562,604,Low,Medium,Night,Wednesday,40
1518,682,615,Low,Medium,Morning,Thursday,69
1519,549,670,Low,Medium,Afternoon,Thursday,80
1520,669,773,Medium,High,Evening,Friday,43
1521,603,629,High,Medium,Evening,Monday,75
1522,759,597,High,High,Night,Tuesday,55
1523,680,648,Medium,Low,Morning,Monday,69
1524,545,544,Medium,Low,Evening,Thursday,69
1525,427,545,High,Low,Evening,Wednesday,43
1526,706,624,Medium,High,Afternoon,Thursday,53
1527,617,784,Low,High,Evening,Tuesday,79
1528,446,436,Medium,Low,Afternoon,Monday,80
1529,572,546,Medium,Medium,Evening,Thursday,53
1530,677,716,Low,Medium,Morning,Tuesday,80
1531,422,470,High,High,Morning,Monday,71
1532,784,613,Low,High,Evening,Wednesday,55
1533,703,639,Medium,Low,Morning,Tuesday,57
1534,458,486,Low,High,Night,Thursday,55
1535,742,723,Low,Medium,Night,Friday,68
1536,413,672,Low,Low,Morning,Friday,40
1537,411,416,Medium,Low,Night,Tuesday,78
1538,702,535,Medium,High,Morning,Friday,41
1539,555,606,Medium,High,Morning,Thursday,46
1540,646,790,Low,Medium,Morning,Thursday,54
1541,437,710,Low,Low,Evening,Thursday,69
1542,612,507,Low,Medium,Night,Thursday,42
1543,479,777,Low,Medium,Afternoon,Friday,59
1544,532,585,Low,High,Night,Monday,69
1545,712,453,Medium,Low,Afternoon,Monday,68
1546,735,787,Low,Low,Evening,Wednesday,47
1547,770,722,Low,Low,Afternoon,Wednesday,70
1548,699,470,Low,Low,Afternoon,Monday,42
1549,578,729,Low,High,Morning,Wednesday,60
1550,603,669,Medium,Medium,Morning,Wednesday,80
1551,644,554,High,Medium,Morning,Friday,79
1552,405,754,High,Medium,Night,Friday,47
1553,660,646,Low,High,Afternoon,Friday,55
1554,607,764,Medium,High,Morning,Friday,67
1555,567,780,High,Low,Afternoon,Thursday,66
1556,501,504,High,Low,Afternoon,Thursday,44
1557,522,423,High,Medium,Evening,Thursday,73
1558,701,419,Medium,Low,Evening,Tuesday,67
1559,683,756,Low,Medium,Evening,Wednesday,62
1560,746,513,Medium,High,Night,Wednesday,77
1561,693,705,High,Medium,Morning,Wednesday,61
1562,727,779,Medium,High,Afternoon,Friday,64
1563,524,512,Medium,Low,Morning,Monday,59
1564,669,571,Medium,High,Afternoon,Friday,49
1565,498,756,High,Medium,Morning,Monday,68
1566,522,506,High,High,Night,Thursday,49
1567,707,793,High,Medium,Afternoon,Thursday,62
1568,456,606,High,Low,Night,Friday,54
1569,512,613,Medium,Low,Morning,Monday,53
1570,647,726,High,Low,Afternoon,Tuesday,68
1571,768,441,Medium,Medium,Evening,Wednesday,67
1572,550,412,Medium,Low,Morning,Tuesday,73
1573,651,726,Medium,Low,Afternoon,Thursday,80
1574,414,604,High,Medium,Afternoon,Monday,69
1575,518,608,Medium,Medium,Morning,Wednesday,66
1576,724,503,High,Low,Morning,Thursday,51
1577,456,590,Medium,Medium,Night,Thursday,66
1578,505,780,Low,Low,Afternoon,Friday,80
1579,435,683,Low,High,Morning,Wednesday,45
1580,672,740,High,High,Afternoon,Thursday,77
1581,678,504,Low,Low,Night,Monday,70
1582,781,408,High,High,Night,Friday,44
1583,793,574,High,Medium,Afternoon,Thursday,42
1584,782,523,Low,Medium,Evening,Tuesday,62
1585,414,408,Medium,High,Afternoon,Thursday,54
1586,714,512,High,Medium,Afternoon,Tuesday,44
1587,476,436,Low,Low,Evening,Wednesday,47
1588,761,446,High,High,Morning,Thursday,56
1589,617,441,High,Medium,Afternoon,Wednesday,67
1590,780,743,High,High,Morning,Monday,46
1591,523,655,Low,High,Morning,Thursday,59
1592,719,597,Low,Medium,Night,Monday,57
1593,731,437,High,High,Night,Thursday,58
1594,508,501,Low,Medium,Afternoon,Tuesday,54
1595,466,633,Low,Low,Afternoon,Monday,72
1596,552,439,Low,Medium,Night,Tuesday,72
1597,444,753,Medium,Low,Evening,Tuesday,52
1598,529,585,Low,High,Morning,Monday,66
1599,447,665,High,Low,Morning,Monday,57
1600,461,699,Low,Low,Night,Friday,69
1601,674,770,Medium,Low,Morning,Monday,61
1602,470,748,Medium,High,Evening,Friday,66
1603,417,450,Low,Medium,Morning,Monday,78
1604,424,422,High,Low,Afternoon,Thursday,80
1605,584,725,High,Medium,Afternoon,Friday,79
1606,508,626,High,High,Morning,Thursday,44
1607,718,747,Medium,High,Night,Friday,72
1608,402,549,High,High,Afternoon,Friday,51
1609,553,726,Medium,Medium,Evening,Monday,44
1610,739,776,Medium,Low,Morning,Thursday,51
1611,474,534,High,High,Morning,Wednesday,47
1612,425,660,Low,Medium,Evening,Monday,79
1613,719,528,Low,High,Evening,Monday,70
1614,773,713,Medium,High,Afternoon,Friday,79
1615,647,598,Low,Medium,Afternoon,Monday,48
1616,497,571,High,High,Night,Wednesday,50
1617,606,577,High,High,Evening,Tuesday,52
1618,553,723,High,Low,Evening,Wednesday,55
1619,407,527,Medium,Medium,Afternoon,Thursday,56
1620,785,503,High,Low,Afternoon,Wednesday,64
1621,746,731,Medium,Medium,Morning,Friday,49
1622,800,413,High,High,Morning,Wednesday,62
1623,612,443,Low,Low,Night,Tuesday,62
1624,786,527,Medium,High,Morning,Tuesday,68
1625,400,519,High,Low,Afternoon,Friday,57
1626,767,480,Low,Low,Morning,Thursday,63
1627,569,439,Medium,Medium,Night,Wednesday,68
1628,641,454,High,Medium,Morning,Monday,76
1629,502,753,High,High,Evening,Wednesday,50
1630,545,472,High,Medium,Afternoon,Thursday,79
1631,521,755,Low,Medium,Night,Thursday,46
1632,773,487,Medium,High,Night,Friday,53
1633,566,711,High,Low,Morning,Wednesday,50
1634,783,666,Medium,High,Evening,Monday,69
1635,673,684,Medium,Low,Evening,Friday,75
1636,723,563,Low,Medium,Night,Wednesday,46
1637,783,708,Low,Medium,Afternoon,Monday,75
1638,522,708,Medium,Medium,Afternoon,Monday,44
1639,544,756,Low,Medium,Night,Thursday,69
1640,760,485,Low,High,Night,Thursday,42
1641,608,454,Low,Low,Evening,Thursday,50
1642,528,578,Low,Medium,Morning,Friday,44
1643,580,547,High,Medium,Night,Thursday,49
1644,684,542,Medium,Low,Morning,Monday,52
1645,547,569,High,Medium,Morning,Thursday,79
1646,572,756,High,Medium,Night,Friday,73
1647,740,580,High,Low,Morning,Friday,59
1648,742,486,High,High,Evening,Thursday,41
1649,642,584,Low,High,Morning,Friday,70
1650,582,692,Low,Medium,Morning,Monday,70
1651,632,545,Medium,High,Evening,Monday,40
1652,441,470,Medium,High,Afternoon,Tuesday,66
1653,591,589,Low,High,Night,Tuesday,59
1654,479,531,High,Low,Night,Tuesday,58
1655,613,437,High,Medium,Night,Friday,65
1656,401,432,Low,Medium,Morning,Friday,53
1657,507,408,High,Medium,Night,Tuesday,49
1658,404,692,Low,High,Evening,Thursday,63
1659,732,734,Medium,High,Morning,Tuesday,74
1660,570,477,High,Low,Evening,Tuesday,46
1661,518,782,Low,Low,Morning,Thursday,42
1662,545,629,Medium,Medium,Night,Tuesday,41
1663,796,728,Medium,Low,Morning,Thursday,77
1664,472,550,Low,Low,Night,Wednesday,67
1665,550,739,Low,Low,Evening,Monday,53
1666,631,467,Low,Medium,Evening,Tuesday,55
1667,630,435,Medium,High,Morning,Tuesday,79
1668,406,490,Medium,Medium,Afternoon,Monday,80
1669,403,743,Low,Low,Night,Thursday,78
1670,493,670,Medium,Low,Evening,Tuesday,52
1671,440,659,Medium,Medium,Afternoon,Tuesday,57
1672,448,799,Low,Low,Afternoon,Monday,70
1673,785,741,Medium,High,Evening,Friday,46
1674,488,561,Low,Medium,Afternoon,Wednesday,74
1675,685,689,Medium,Medium,Afternoon,Tuesday,56
1676,420,742,Medium,Low,Morning,Tuesday,55
1677,473,648,Medium,Low,Night,Thursday,46
1678,556,615,Low,High,Morning,Tuesday,68
1679,796,593,Low,Medium,Morning,Wednesday,74
1680,787,785,Low,Medium,Night,Wednesday,50
1681,634,535,High,Medium,Evening,Monday,54
1682,629,756,Medium,Medium,Night,Friday,64
1683,604,429,Low,Low,Evening,Tuesday,70
1684,767,789,Medium,High,Evening,Monday,41
1685,707,503,High,Medium,Afternoon,Tuesday,64
1686,408,682,High,Low,Evening,Thursday,56
1687,586,767,Low,Low,Evening,Wednesday,46
1688,625,524,Low,Low,Evening,Friday,53
1689,670,405,Low,High,Morning,Friday,71
1690,431,502,Low,High,Night,Monday,49
1691,714,514,Medium,Medium,Evening,Wednesday,46
1692,449,496,Low,Medium,Morning,Wednesday,58
1693,457,784,High,Low,Morning,Friday,79
1694,792,753,Medium,Low,Evening,Monday,59
1695,534,517,High,Low,Night,Tuesday,40
1696,660,797,Medium,Medium,Night,Friday,61
1697,713,513,Low,Low,Afternoon,Monday,67
1698,754,729,Low,Low,Morning,Wednesday,70
1699,674,770,Low,High,Evening,Monday,59
1700,511,526,Low,Medium,Night,Monday,75
1701,562,646,Low,High,Afternoon,Monday,65
1702,618,667,Low,High,Morning,Thursday,77
1703,795,537,Medium,Medium,Morning,Thursday,60
1704,488,629,Low,Low,Afternoon,Monday,56
1705,699,614,Medium,High,Morning,Friday,80
1706,786,763,High,Low,Night,Wednesday,74
1707,697,707,Low,High,Night,Monday,45
1708,496,641,Low,High,Evening,Wednesday,64
1709,412,481,High,Low,Afternoon,Thursday,77
1710,730,778,Medium,Medium,Afternoon,Friday,61
1711,787,617,High,Low,Afternoon,Friday,74
1712,450,481,Medium,Low,Morning,Friday,58
1713,534,765,Medium,Low,Morning,Friday,60
1714,660,657,High,High,Afternoon,Monday,63
1715,495,573,Medium,Medium,Night,Friday,69
1716,469,590,Low,Medium,Afternoon,Monday,45
1717,564,537,Medium,Low,Afternoon,Friday,45
1718,680,661,Medium,High,Night,Monday,54
1719,556,582,Low,Medium,Evening,Thursday,76
1720,537,794,Low,Low,Night,Tuesday,55
1721,560,666,High,Medium,Afternoon,Tuesday,51
1722,450,542,Medium,High,Night,Monday,50
1723,554,449,Low,High,Morning,Friday,59
1724,642,783,Medium,Medium,Night,Thursday,59
1725,628,770,High,High,Morning,Friday,70
1726,800,615,High,Low,Evening,Tuesday,50
1727,755,714,Medium,Low,Morning,Friday,50
1728,637,581,Medium,Low,Afternoon,Monday,67
1729,446,615,Medium,High,Evening,Thursday,42
1730,521,631,Low,Medium,Afternoon,Thursday,62
1731,451,709,Medium,Low,Night,Wednesday,64
1732,422,787,High,High,Afternoon,Monday,62
1733,793,402,High,Low,Morning,Monday,74
1734,633,758,Medium,High,Afternoon,Friday,79
1735,730,616,High,Low,Evening,Wednesday,49
1736,690,697,Low,Medium,Evening,Friday,65
1737,658,478,Medium,Low,Night,Monday,43
1738,448,565,Low,High,Afternoon,Friday,58
1739,587,512,High,Low,Evening,Tuesday,58
1740,572,556,High,Low,Evening,Thursday,47
1741,555,407,Medium,Low,Night,Monday,64
1742,442,664,Low,Low,Evening,Tuesday,41
1743,519,747,Medium,High,Night,Wednesday,72
1744,569,696,Low,Low,Night,Monday,61
1745,450,718,High,High,Morning,Thursday,73
1746,759,437,Medium,Medium,Night,Thursday,74
1747,655,560,Medium,High,Afternoon,Tuesday,69
1748,469,793,Low,Medium,Afternoon,Wednesday,44
1749,779,690,High,High,Night,Wednesday,57
1750,518,493,Low,Medium,Night,Monday,67
1751,789,544,Medium,High,Afternoon,Friday,60
1752,490,660,Low,Medium,Morning,Wednesday,64
1753,419,777,High,Medium,Evening,Monday,53
1754,458,770,Low,Medium,Night,Monday,78
1755,720,611,Low,High,Afternoon,Monday,47
1756,452,501,Low,High,Evening,Friday,76
1757,727,530,Low,High,Evening,Thursday,69
1758,624,452,Low,Medium,Afternoon,Monday,77
1759,756,521,High,Medium,Morning,Tuesday,52
1760,795,646,Low,Low,Morning,Tuesday,76
1761,603,687,Low,High,Afternoon,Wednesday,53
1762,526,689,Low,Medium,Night,Thursday,47
1763,772,745,Low,High,Evening,Friday,49
1764,737,646,Low,Low,Morning,Wednesday,74
1765,687,545,Medium,Low,Afternoon,Tuesday,64
1766,781,651,High,Medium,Evening,Tuesday,54
1767,786,424,High,Low,Night,Thursday,80
1768,602,520,High,Medium,Evening,Tuesday,61
1769,457,533,Medium,High,Afternoon,Monday,57
1770,622,493,Medium,High,Evening,Wednesday,50
1771,528,421,High,Low,Night,Tuesday,55
1772,728,475,Low,High,Evening,Wednesday,45
1773,400,705,Medium,Medium,Evening,Wednesday,45
1774,405,543,Low,Medium,Evening,Tuesday,45
1775,744,503,High,High,Evening,Friday,57
1776,621,739,Low,Low,Evening,Thursday,78
1777,615,722,Medium,Low,Night,Friday,55
1778,612,542,Medium,Medium,Night,Friday,69
1779,406,575,Medium,Medium,Evening,Friday,69
1780,456,482,High,High,Afternoon,Friday,46
1781,761,588,Medium,Low,Night,Tuesday,80
1782,504,690,Medium,Medium,Morning,Monday,64
1783,404,717,Low,Medium,Evening,Friday,77
1784,774,527,Low,High,Afternoon,Thursday,49
1785,482,743,High,Low,Night,Thursday,68
1786,635,756,High,Low,Morning,Monday,45
1787,701,566,Medium,High,Afternoon,Friday,45
1788,780,446,Low,High,Night,Wednesday,80
1789,449,697,High,Medium,Afternoon,Friday,57
1790,496,406,Medium,High,Afternoon,Monday,80
1791,714,782,Low,Low,Afternoon,Friday,71
1792,548,648,Low,High,Evening,Monday,58
1793,691,600,High,High,Morning,Wednesday,61
1794,430,450,Low,Low,Morning,Tuesday,61
1795,653,531,Low,Low,Night,Tuesday,51
1796,459,793,Low,High,Afternoon,Friday,42
1797,524,615,Medium,Medium,Evening,Wednesday,73
1798,510,549,High,Medium,Morning,Tuesday,60
1799,597,622,Low,Low,Afternoon,Friday,51
