product_id,product_price,product_quantity,customer_id,order_id,order_timestamp,initial_price,final_price
PPTW,94.14,3,CEGQ,OWMQ,2023-09-02 01:23:52,94.14,91.22
PGTW,52.11,3,CWBI,OQXA,2023-08-31 11:40:53,52.11,53.1
PXRP,55.25,4,CUNF,OSWJ,2023-03-12 23:31:20,55.25,63.6
PLWL,56.57,4,CKGG,OYVX,2023-05-12 17:49:42,56.57,63.59
POOG,10.02,10,CTUH,OEAH,2023-11-07 11:29:16,10.02,11.35
PGTZ,56.49,1,CXJW,OLWC,2023-10-08 07:27:42,56.49,46.32
PSZX,96.77,2,CNHJ,OMZS,2023-08-01 17:06:21,96.77,114.94
PEYL,65.06,9,CTDU,OEZX,2023-04-07 06:01:50,65.06,61.8
PXIW,80.84,7,COHK,OFXO,2023-08-26 07:58:11,80.84,95.46
PLPY,95.8,5,CYXY,OHWZ,2023-02-14 17:16:27,95.8,79.67
PBRK,34.66,5,CQVD,OAJJ,2023-10-27 17:16:11,34.66,35.21
PGVX,45.65,6,CCHU,OKUK,2023-08-27 22:41:56,45.65,50.62
PPJN,22.02,7,CJCP,OBXN,2023-12-29 12:04:33,22.02,21.25
PFTS,31.75,7,CGDT,OOLZ,2023-05-09 17:02:53,31.75,31.43
PRIE,60.33,8,CVHU,OUIJ,2023-04-09 09:17:05,60.33,50.03
PGCE,91.82,2,CZVQ,ONAP,2023-03-08 04:35:29,91.82,77.52
PGML,30.03,2,CSHT,OYCS,2023-08-04 01:11:52,30.03,27.4
PVNL,27.46,7,CXCA,OFVA,2023-02-22 16:02:33,27.46,26.87
PNOW,95.71,8,CGJX,OYMT,2023-02-03 23:21:01,95.71,99.64
PTMW,10.51,8,CQEV,ODZH,2023-10-18 17:47:02,10.51,11.02
PJLL,40.34,3,CYIN,OAHA,2023-02-24 22:49:07,40.34,36.96
PBDL,84.77,4,CBQF,OJBM,2023-06-11 20:45:14,84.77,76.66
PUSC,72.89,4,CZTW,OXGL,2023-11-15 05:56:39,72.89,87.24
PENU,80.12,6,CIWP,OIGF,2023-11-22 16:33:28,80.12,84.8
PAKJ,76.54,4,CUWC,OHVF,2023-05-16 02:54:40,76.54,82.02
PREW,96.09,4,CDKC,ODHZ,2023-08-28 08:57:01,96.09,81.44
PLDR,78.29,8,CCSL,OTKC,2023-08-30 18:09:14,78.29,78.99
POWE,76.48,6,CPSA,OTES,2023-07-13 01:59:58,76.48,69.19
PQUW,18.27,8,CGBY,OMFY,2023-09-21 16:33:12,18.27,17.75
PEAY,71.44,3,CJMN,OCQY,2023-02-08 17:31:48,71.44,65.81
PIVT,18.42,9,CQIT,OHLB,2023-12-08 18:53:26,18.42,21.2
PRPU,30.94,10,CEZQ,OHYV,2023-10-19 18:15:45,30.94,25.09
PPHZ,73.2,8,CRIG,OXQW,2023-01-18 04:46:05,73.2,69.52
PCGZ,46.81,1,CJKZ,ONMB,2023-04-10 07:42:23,46.81,47.81
PIXZ,34.95,3,CXRX,OYCC,2023-11-07 00:58:50,34.95,40.3
PTRZ,58.28,10,CUKT,OHEE,2023-12-22 19:25:07,58.28,60.0
PJDE,15.89,8,CJBP,OOAV,2023-08-14 22:03:14,15.89,12.9
PECF,21.23,5,CIMM,OXQD,2023-05-04 11:37:44,21.23,24.54
PTQB,13.3,7,CWNH,ORKH,2023-01-12 02:57:47,13.3,15.23
PDRD,39.55,4,CKLY,OISP,2023-12-11 17:20:18,39.55,41.72
PQCC,73.76,3,CTKX,OVDM,2023-07-15 04:57:55,73.76,79.57
PBJN,80.86,7,CFXE,OIPU,2023-09-13 20:02:00,80.86,86.17
PDZT,59.02,4,CPEB,OWZA,2023-10-29 17:38:26,59.02,55.39
PKGT,27.4,10,CKLC,OFCV,2023-10-06 14:44:42,27.4,31.48
PEZI,20.91,4,CMHE,OSRQ,2023-03-28 02:43:04,20.91,21.91
PGDU,15.14,5,CRMR,ONBI,2023-03-16 19:05:58,15.14,13.76
PJSM,41.7,10,CCJB,OUYV,2023-01-10 16:38:44,41.7,42.09
PIFL,72.56,9,CNPQ,OZJC,2023-10-17 01:21:38,72.56,70.61
PCLK,85.14,6,CMNZ,OBGT,2023-05-19 00:25:03,85.14,96.37
PGSI,25.71,2,CGQF,OTMR,2023-09-27 06:21:16,25.71,22.72
PIBA,57.09,2,CMSS,OPBI,2023-07-02 18:41:38,57.09,60.76
PQPB,49.15,7,CVST,OUOE,2023-08-01 09:59:10,49.15,40.43
PGKD,34.87,7,CSTJ,OHFG,2023-06-04 08:54:06,34.87,34.33
PMOE,45.67,7,CYSO,OFUU,2023-05-08 18:31:39,45.67,54.74
PDXG,39.08,7,CYKA,OCBC,2023-09-04 12:41:31,39.08,41.49
PJBD,50.96,2,CCOZ,OFYM,2023-05-19 16:24:25,50.96,55.53
PYCG,12.27,10,CRNQ,OTDV,2023-05-08 02:37:35,12.27,12.38
PARD,21.14,6,CFNW,OSQZ,2023-02-15 17:28:01,21.14,21.09
PDZY,84.18,4,CMEQ,OBXB,2023-09-07 03:09:34,84.18,82.45
PGBM,65.16,3,CLNG,OXPS,2023-07-29 15:18:11,65.16,75.41
PLYM,23.96,7,CDRA,OJOS,2023-02-19 19:27:32,23.96,24.06
PSCT,20.97,1,CXAT,OWCJ,2023-03-21 14:01:09,20.97,19.34
PJXD,58.89,8,CTIR,OKIX,2023-05-21 00:00:15,58.89,59.2
PKTQ,84.12,1,CDST,ODUV,2023-08-26 06:09:43,84.12,99.63
POYW,29.82,7,CQUR,OZZA,2023-05-12 11:36:29,29.82,34.54
PNBP,71.86,4,CROV,OZLB,2023-11-17 16:20:50,71.86,73.18
PEAU,74.82,5,CADK,ONLB,2023-11-14 09:42:18,74.82,61.86
PEWW,76.78,4,CZDB,OVKH,2023-10-02 20:24:05,76.78,69.92
PNQR,90.83,3,CALS,OHMK,2023-12-21 22:55:49,90.83,101.84
PFFX,28.33,4,CKHT,OYJC,2023-06-24 12:20:29,28.33,33.49
PZMR,95.8,7,CXXX,OXQH,2023-09-06 23:35:34,95.8,84.27
PAKP,66.59,8,CUXO,OTLM,2023-09-11 13:26:16,66.59,78.08
PKYV,95.67,5,CMJX,OOPA,2023-01-13 17:33:55,95.67,98.47
POQC,83.06,5,CAXK,OUKU,2023-01-20 12:05:45,83.06,71.05
PUPB,32.94,5,CSKA,ORFZ,2023-12-10 21:56:17,32.94,27.29
PAGW,73.9,6,CXWI,OXTJ,2023-10-19 15:14:07,73.9,83.97
PKEN,34.77,5,CAMG,OECT,2023-11-30 07:57:04,34.77,40.94
PNCS,74.72,1,CARU,OEGI,2023-05-11 11:15:24,74.72,61.99
PRTI,31.0,10,CHOM,OVNZ,2023-06-26 22:08:40,31.0,25.07
PQYI,49.96,8,COUO,OEIZ,2023-10-28 16:47:31,49.96,54.12
PERV,42.45,5,CDJZ,OOLF,2023-08-03 23:40:47,42.45,38.83
POMC,28.09,9,CKOU,OMBX,2023-03-25 11:27:51,28.09,31.98
PBNF,90.91,7,CNLU,OVKT,2023-07-12 19:12:06,90.91,74.11
PSIE,35.34,3,CMER,OGOG,2023-08-09 12:32:30,35.34,29.31
PSAB,66.76,10,CORN,OWUS,2023-01-26 14:33:16,66.76,54.38
PQQD,33.69,10,CJGG,OQZV,2023-12-05 05:03:53,33.69,39.53
PFAR,40.58,5,CYUB,OBJG,2023-08-21 08:10:56,40.58,37.66
PMRE,45.23,1,CGZB,OTMX,2023-11-07 11:32:07,45.23,37.48
PIYF,92.94,10,CCFQ,ORTB,2023-10-22 21:59:33,92.94,84.75
PFGP,53.33,4,CCNX,OQUW,2023-01-28 14:33:28,53.33,47.2
PXMB,65.32,3,CZFI,OTYV,2023-04-10 19:55:32,65.32,55.77
PIYY,20.24,1,CMAP,OYEM,2023-05-28 20:38:41,20.24,20.05
PWVH,28.55,6,CWZH,OSMB,2023-08-11 07:15:18,28.55,24.22
PTST,66.87,5,CKSQ,OCKH,2023-11-16 08:18:59,66.87,67.98
PSOD,39.19,8,CYIZ,OCCT,2023-12-10 21:04:49,39.19,41.55
PRDE,45.81,6,CHLE,OBIR,2023-09-17 16:06:05,45.81,40.73
PBWN,26.32,4,CXAS,OVWL,2023-07-28 19:23:29,26.32,29.63
PPHI,40.48,1,CFCV,OPMO,2023-02-06 11:52:11,40.48,35.76
PMTQ,68.23,3,CJIL,OBOV,2023-08-28 23:11:26,68.23,62.13
PVFN,33.13,1,CMXP,OTDH,2023-04-19 11:44:22,33.13,38.02
PFQK,90.75,9,CKKI,OHMA,2023-08-30 10:01:37,90.75,82.63
PIHD,43.07,10,CJIN,OIKU,2023-11-02 13:27:08,43.07,48.85
PFYZ,38.83,5,CSUY,OUBL,2023-03-12 03:05:24,38.83,44.61
POXQ,43.03,7,CHHW,OLDY,2023-10-25 02:01:01,43.03,48.14
PBSP,31.82,6,CCKE,OMNG,2023-05-09 01:37:29,31.82,29.96
PWRQ,29.25,2,CROW,OHXN,2023-01-21 02:29:17,29.25,23.4
PRVK,90.35,7,CAST,OFLF,2023-09-27 17:39:46,90.35,86.76
PZAZ,46.81,8,CNQT,OVSV,2023-09-15 09:56:09,46.81,44.9
PBSH,21.71,1,CSUE,OIAE,2023-10-16 23:19:25,21.71,24.64
PSKL,54.72,2,CXVC,OGZL,2023-06-19 20:23:55,54.72,61.71
PXKO,62.48,7,CNRD,OQUF,2023-01-21 12:34:28,62.48,65.64
POKH,92.29,1,CRZJ,OPXH,2023-10-27 14:50:47,92.29,74.47
PPXZ,31.57,3,CGXF,OIQH,2023-06-28 21:09:52,31.57,34.12
PWJZ,88.31,1,CFTH,OEEQ,2023-05-25 03:11:12,88.31,103.35
PHXR,20.88,4,CNWY,OMGS,2023-01-13 02:33:23,20.88,19.07
PNFP,71.35,6,CDNG,OMNB,2023-03-04 19:07:20,71.35,61.73
PHUD,50.48,4,CJRH,OMHL,2023-01-23 21:35:35,50.48,54.95
PDKK,60.48,8,CSZL,OFJE,2023-03-09 21:54:53,60.48,56.39
PRTD,68.36,8,CLRY,OGUY,2023-02-02 18:21:22,68.36,81.77
PQEQ,15.3,8,CUAT,OVUM,2023-02-14 20:18:48,15.3,14.6
PLAC,18.46,10,CQIS,OBZK,2023-04-27 09:08:07,18.46,18.95
PTYP,33.47,3,CCOW,ONIM,2023-09-21 22:41:54,33.47,33.72
PEGB,29.83,3,CHRG,OYRF,2023-02-09 01:49:50,29.83,31.01
POXG,21.0,5,CBLF,OTCK,2023-01-18 16:08:15,21.0,17.62
PCVC,48.54,5,CIFL,OEMR,2023-11-25 11:39:16,48.54,55.36
PZUA,29.41,3,CTCT,OYEA,2023-12-26 15:47:17,29.41,28.75
PEVP,50.43,10,CALX,OBTD,2023-06-27 13:55:10,50.43,47.62
PBEO,41.26,7,CKBQ,OKXB,2023-07-15 19:40:15,41.26,33.23
PLPF,30.2,2,CWPV,OQGP,2023-06-28 10:42:01,30.2,32.08
PRRT,95.03,1,CVOU,OHIU,2023-09-30 07:17:49,95.03,86.35
PORB,16.2,7,CQHA,OZNJ,2023-06-25 05:14:32,16.2,17.14
PJZP,94.17,7,CJES,ORQP,2023-09-25 07:04:23,94.17,95.85
PCZI,78.86,10,CZFY,OIHE,2023-05-30 05:24:23,78.86,91.83
PKLK,85.61,2,CFPR,ORZH,2023-11-01 13:16:07,85.61,75.1
PJIG,28.85,7,CBSI,OUZB,2023-04-01 04:54:54,28.85,26.98
PDGV,71.32,1,CLPX,OCYI,2023-04-23 02:02:10,71.32,70.64
PBPG,63.44,3,CQOD,OZHH,2023-09-22 07:11:37,63.44,52.25
PZXQ,35.64,9,CQWR,OGZW,2023-09-04 18:23:55,35.64,30.76
PWML,48.02,5,CWTZ,OARI,2023-11-12 20:31:45,48.02,42.83
PQRZ,60.59,5,CSWP,OUWN,2023-06-15 20:39:52,60.59,66.89
PBMN,50.54,5,CWYG,OJNU,2023-07-09 21:00:49,50.54,48.45
PLHM,65.75,1,CQVZ,OJKJ,2023-10-21 08:54:49,65.75,71.58
PBSP,19.5,10,CKGR,OJLZ,2023-03-01 13:21:54,19.5,20.76
PWIO,78.89,5,CUXK,OUGM,2023-06-11 00:21:19,78.89,76.38
PUYU,96.63,2,CSSA,OXOP,2023-08-19 18:35:11,96.63,106.14
PFVT,69.0,3,CICD,ONAP,2023-12-28 12:20:08,69.0,70.65
PHUY,82.54,2,COJS,OEPH,2023-11-14 19:26:39,82.54,98.27
PFAC,57.93,6,CMFO,OQAH,2023-05-09 06:14:22,57.93,67.22
PFCD,91.44,2,CFGR,OMGC,2023-11-14 21:42:34,91.44,80.2
PBFC,27.04,1,CGJB,OPLA,2023-11-29 18:56:43,27.04,31.44
PFBO,36.45,1,CVTU,OVEQ,2023-07-25 13:29:01,36.45,39.37
PYME,43.14,10,CQQK,ORMV,2023-03-25 03:32:11,43.14,36.85
PVHC,53.43,3,CSDW,OWOS,2023-12-06 16:05:50,53.43,62.57
PKPJ,53.61,7,CTLM,OOID,2023-10-03 03:40:48,53.61,50.92
PAIO,78.42,9,COOV,OZKJ,2023-09-13 07:22:56,78.42,80.06
PLOS,16.12,6,CSIV,OTRR,2023-03-17 11:36:37,16.12,18.1
PMIX,94.13,3,CLAW,OLQY,2023-02-07 17:22:22,94.13,99.73
PPGP,31.98,7,CGEX,ORLZ,2023-09-03 14:58:18,31.98,33.96
PNYI,30.33,1,CJRN,OQTB,2023-12-06 18:02:00,30.33,33.23
PMHM,47.11,3,CGTD,OOGO,2023-06-12 05:24:52,47.11,40.16
PVGW,99.02,3,CNUI,OTVV,2023-12-25 02:57:02,99.02,114.92
PHCR,78.81,8,CLVG,OKPY,2023-03-03 08:41:20,78.81,93.99
PMIS,10.47,9,CKSN,ONJX,2023-04-09 17:05:36,10.47,12.4
PXZG,54.4,6,CLPG,OIXI,2023-12-17 20:07:14,54.4,53.86
PUKB,18.33,2,CRBC,OXHT,2023-02-08 11:16:59,18.33,15.04
POSR,95.27,1,CQFO,OPSO,2023-06-30 02:34:56,95.27,81.23
PHUC,98.18,4,CRIE,OWFY,2023-12-27 23:15:38,98.18,93.84
PIHF,80.61,2,CHEK,OVIE,2023-09-23 01:57:24,80.61,70.32
PPEU,24.72,9,CRUE,OTAE,2023-10-30 11:52:18,24.72,20.51
PDTE,92.44,3,CQIY,OIVH,2023-04-08 07:15:09,92.44,92.28
PRCP,26.62,9,CIQY,OBLJ,2023-12-24 10:02:48,26.62,23.32
PSRG,47.67,3,CYJQ,OYOE,2023-03-21 09:21:02,47.67,51.05
PVDL,72.47,1,CNUE,OKIJ,2023-06-17 15:45:14,72.47,86.16
PLXW,75.16,6,CTWV,OCOM,2023-05-11 20:50:41,75.16,74.15
PATB,80.8,7,CEAX,OJWU,2023-10-27 03:03:12,80.8,78.83
PMOU,39.42,4,CXOU,OBZX,2023-04-01 23:59:45,39.42,38.75
PQUL,27.52,1,CMNK,ONWS,2023-10-17 17:23:20,27.52,27.99
PYTP,65.54,10,CSQJ,OYQZ,2023-07-19 23:57:07,65.54,66.83
PYZM,57.13,1,CZMU,OWCE,2023-07-16 13:17:37,57.13,49.08
PZHB,77.19,1,CAJH,OZAD,2023-02-13 05:17:12,77.19,91.82
PQQJ,87.91,8,CQAJ,OSMC,2023-08-23 02:47:51,87.91,102.48
PPIU,73.71,1,CTYA,OCNS,2023-11-04 23:16:47,73.71,81.83
PANN,92.39,6,CPNT,OXUM,2023-08-30 12:00:44,92.39,106.65
PNGN,55.36,4,CDKC,OOTT,2023-10-20 17:59:45,55.36,44.49
PMGS,99.45,8,CBZY,OKGS,2023-01-15 04:39:05,99.45,113.58
POUO,84.96,9,CXUU,OCJJ,2023-07-04 16:09:35,84.96,99.67
PCNW,19.85,3,CXUJ,OOLO,2023-06-07 10:39:41,19.85,20.48
PRJJ,88.08,8,CIKW,OVTZ,2023-10-03 15:44:41,88.08,93.02
PBKV,50.2,6,CFIH,OOAV,2023-08-17 18:05:49,50.2,45.42
PTHF,96.86,8,CIAA,OPLW,2023-07-10 00:52:34,96.86,107.51
PDMX,88.98,9,CNHF,OPZQ,2023-10-23 00:53:15,88.98,71.67
PZWU,69.63,8,CFIB,OZEC,2023-11-23 05:40:09,69.63,57.84
PMDC,36.05,1,CQTE,ODWU,2023-04-16 18:09:46,36.05,31.44
PXHZ,11.42,8,CJXN,OVWD,2023-06-19 02:44:00,11.42,12.07
POMK,65.17,6,CTCS,OMZS,2023-11-22 16:32:56,65.17,75.09
PGGH,68.11,7,CMZJ,OEZP,2023-10-22 14:53:04,68.11,70.95
PSDQ,19.6,8,CTXS,OREK,2023-09-25 12:17:34,19.6,16.74
PMZS,26.69,8,CAPV,OLHB,2023-01-21 15:17:41,26.69,28.29
PZPX,63.75,9,CVKB,OLTI,2023-04-29 19:28:23,63.75,64.66
PJCT,47.88,9,CEKA,OMRI,2023-02-20 20:30:07,47.88,39.71
PJPB,46.13,9,CQMG,OCLK,2023-04-18 01:15:43,46.13,47.75
PBTQ,99.18,10,CUHN,OWWP,2023-12-26 12:09:32,99.18,94.13
PDQV,88.49,1,CZGH,OJNS,2023-12-25 07:37:47,88.49,73.33
PLSA,43.02,8,CCNG,OLLK,2023-03-21 11:07:07,43.02,43.15
PIWI,46.92,3,CXYM,OFHJ,2023-11-08 05:09:14,46.92,42.52
PNHN,85.99,9,CRWR,OIIT,2023-12-03 00:49:05,85.99,74.75
PULF,58.75,2,CGSW,OSPH,2023-10-28 01:45:10,58.75,66.84
PJBI,15.6,4,CSQI,OSRH,2023-06-14 11:15:12,15.6,16.05
PEAI,52.28,6,CPWZ,OETM,2023-04-25 15:39:13,52.28,52.79
PEFR,47.91,4,CODV,OQTP,2023-05-19 18:20:16,47.91,52.61
PEEQ,60.62,7,CUDC,OIIR,2023-12-25 09:30:48,60.62,51.67
PIAI,21.51,5,CBGM,ODHZ,2023-01-22 20:51:25,21.51,23.62
PGBZ,40.38,1,CZWB,OQZM,2023-09-20 12:22:47,40.38,34.43
PYHA,39.61,5,CRMP,OLYC,2023-12-09 19:09:27,39.61,33.92
PBRA,56.28,9,CNMJ,OAGT,2023-01-06 17:26:01,56.28,54.1
PZIR,59.72,7,CJUG,OXYC,2023-11-04 13:12:05,59.72,70.26
PJCZ,92.98,2,CTAT,OPAF,2023-05-23 07:47:34,92.98,110.49
PGGC,90.22,4,CFQP,OEPG,2023-06-02 05:48:13,90.22,81.98
PUGP,31.77,7,CROT,OSQO,2023-02-21 22:42:33,31.77,34.46
PUUH,76.52,7,CXSB,ODUZ,2023-07-01 16:46:35,76.52,72.97
PADI,40.52,7,CRGV,OKEX,2023-12-19 15:43:15,40.52,44.24
PKBW,32.18,8,CFCX,OKQN,2023-06-02 11:49:57,32.18,35.86
PMOU,85.16,1,CKOG,OTHU,2023-02-16 11:15:02,85.16,83.71
PAMT,87.61,3,CXQZ,OBUY,2023-06-13 02:30:49,87.61,103.1
PHGS,11.87,8,CDPW,OWFC,2023-01-14 01:10:06,11.87,10.27
PMRA,33.28,7,CFOX,OTYT,2023-07-09 18:51:05,33.28,32.32
PZBW,26.51,1,CXNO,OOEJ,2023-07-08 09:30:41,26.51,25.41
PKQH,94.94,7,CRHJ,OMIO,2023-05-09 06:09:18,94.94,106.0
PJPR,66.47,6,CESM,OKFM,2023-11-02 03:40:47,66.47,78.33
PAUX,17.99,8,CBCM,OWFZ,2023-02-19 22:24:16,17.99,19.08
PZGC,67.44,4,CHFU,OVGD,2023-01-18 13:24:43,67.44,75.76
PPCP,72.2,9,CZDG,ONJI,2023-08-21 22:27:07,72.2,61.94
PNMU,40.06,6,CHGV,ODQR,2023-02-11 02:19:25,40.06,35.11
PZMC,14.41,3,CZXL,OECS,2023-10-28 11:48:46,14.41,12.05
PHCB,41.83,8,CYBJ,OGDV,2023-05-29 05:09:50,41.83,36.68
PSOP,28.13,9,CADP,OGXE,2023-07-08 12:29:44,28.13,32.69
PRQN,21.4,10,CKCJ,ORNA,2023-04-04 13:44:09,21.4,20.96
PMWY,99.83,6,CYLT,OFDD,2023-10-15 00:06:44,99.83,91.95
PNDZ,37.69,8,CTDO,ODFQ,2023-11-12 07:26:37,37.69,33.49
PGOH,87.71,5,CRHO,ORCX,2023-09-21 10:11:59,87.71,99.12
PUAJ,62.28,9,CDXZ,ONFP,2023-12-01 08:22:28,62.28,56.85
PRGZ,28.95,9,CKNK,OYTO,2023-12-30 23:01:43,28.95,24.99
PKEF,74.45,1,CLXI,OQID,2023-08-06 05:24:50,74.45,59.93
PIVF,26.5,4,CCNC,ODNV,2023-08-02 06:55:20,26.5,28.46
PRUK,29.3,8,CYTL,OOHO,2023-12-15 02:21:03,29.3,30.06
PMUF,59.03,1,CJII,OBIW,2023-02-12 03:09:59,59.03,68.53
POGS,96.45,6,CUYG,OHGH,2023-11-22 05:52:40,96.45,78.95
PNAD,78.81,5,COSB,OAQW,2023-12-05 08:56:25,78.81,64.64
PBBM,42.78,9,CMIE,OZJI,2023-10-14 22:23:40,42.78,37.67
PETG,63.48,3,CFIM,OWYG,2023-12-14 13:11:34,63.48,68.73
PSHL,66.18,4,CTYM,OJWI,2023-07-17 22:20:51,66.18,59.7
PLCF,50.82,6,CTVP,OONY,2023-06-29 14:44:19,50.82,45.68
PGKF,31.42,2,CZDJ,OCDO,2023-01-11 07:18:45,31.42,25.34
PBCX,27.06,4,CUFF,OUWM,2023-06-11 01:28:36,27.06,25.15
PNQP,41.61,6,CJFH,OISV,2023-05-01 13:43:44,41.61,43.37
PUWK,19.69,9,CUTB,OVHS,2023-05-28 19:55:24,19.69,15.98
PRIO,58.3,4,CYOS,OOQN,2023-01-28 18:17:38,58.3,63.39
PUYS,28.78,8,CQGL,OTOY,2023-09-24 13:06:34,28.78,34.32
PRSW,47.2,6,CMZM,OKBQ,2023-02-11 18:12:53,47.2,48.57
PCAP,50.78,9,CULM,OXAF,2023-10-16 07:35:21,50.78,57.57
PRPI,15.62,1,CKND,OPPR,2023-06-06 19:44:43,15.62,16.96
PKVJ,79.41,8,CHRQ,OJUK,2023-03-12 03:08:42,79.41,69.77
PUAV,82.62,10,CCJM,OBKB,2023-02-22 20:08:34,82.62,86.8
PBMA,52.54,3,CXHM,ORMH,2023-09-22 12:04:11,52.54,43.16
PJYB,68.79,1,CIZC,OCMY,2023-06-30 04:08:04,68.79,78.71
PQBZ,69.82,9,CCPN,ONJG,2023-04-02 10:02:23,69.82,70.11
PIGP,94.72,1,CCQQ,OYLI,2023-04-26 02:38:26,94.72,110.69
PZLK,20.07,3,CGLU,OLOG,2023-11-11 06:09:08,20.07,23.32
PRTS,95.92,1,CDQU,OSFI,2023-05-22 10:23:22,95.92,114.54
PASR,45.57,10,CZIQ,OOQX,2023-07-22 14:00:47,45.57,52.02
PFER,95.03,1,CMFS,OHYV,2023-08-28 15:19:32,95.03,78.2
PALW,81.17,7,CKRK,OPFR,2023-12-28 03:36:56,81.17,77.82
PJBD,87.47,10,CTNQ,OTWK,2023-10-24 06:05:03,87.47,100.57
PAWN,84.99,3,CWMR,OPQI,2023-01-22 17:36:04,84.99,90.37
PFUR,90.91,4,CWIM,OQEZ,2023-07-16 21:06:00,90.91,101.48
PELO,72.82,4,CVZT,OVWS,2023-03-29 14:20:27,72.82,75.93
PZDH,81.8,9,CWKE,OHFM,2023-09-29 07:48:56,81.8,73.71
PHQD,57.25,1,CLTC,OUMK,2023-03-10 12:31:13,57.25,57.52
PILU,90.04,4,CJWV,OTKD,2023-03-16 06:16:45,90.04,76.1
PKCY,98.31,1,CSOC,OVNG,2023-08-03 01:30:41,98.31,78.99
POTC,92.04,10,COKX,OVIE,2023-11-19 03:00:42,92.04,105.2
PSVG,70.04,4,CIMO,OEVF,2023-08-07 23:08:36,70.04,80.5
PUTJ,97.37,7,CBGQ,OJPI,2023-02-07 18:40:27,97.37,101.15
PITM,29.38,8,CIZB,OOFA,2023-04-21 22:46:41,29.38,30.38
PHUI,49.97,1,CGER,OJOC,2023-08-16 03:47:25,49.97,55.04
PRGH,47.48,5,CVLU,ODGW,2023-08-14 04:13:15,47.48,52.74
POSE,90.93,2,CRRQ,OAPL,2023-11-28 09:24:09,90.93,102.67
PBFE,95.23,2,CQBW,OTAK,2023-06-12 17:06:26,95.23,92.12
PYNF,57.78,5,CSMJ,OZKX,2023-11-18 12:22:20,57.78,60.66
PDLW,78.84,9,CVHV,OGMA,2023-02-27 05:57:41,78.84,70.46
PDVX,46.44,4,CREE,OWFN,2023-06-14 08:04:12,46.44,47.51
PMFW,22.97,1,CYDH,OHYV,2023-03-20 21:08:24,22.97,19.42
POTF,25.68,7,CXDO,OQJV,2023-12-26 06:10:02,25.68,27.55
PVTS,64.3,8,CLKY,OAOC,2023-04-04 06:13:25,64.3,73.81
PYDR,34.32,7,CJGF,OFHS,2023-01-23 04:18:51,34.32,38.56
PMCR,21.96,6,CCSY,OQHH,2023-07-11 00:33:50,21.96,19.86
PQFW,42.88,10,CEYQ,ONVY,2023-12-30 08:05:33,42.88,50.54
PMNX,15.49,9,CQKV,OUZG,2023-10-19 23:30:33,15.49,14.73
PWDE,69.39,7,CQCI,ONCA,2023-11-04 20:54:04,69.39,67.44
PIMB,25.21,9,CZGA,OWTE,2023-06-26 01:01:25,25.21,23.7
PCTD,78.88,10,CDWQ,OHIU,2023-03-23 14:52:31,78.88,87.16
PHFC,19.2,9,CLGZ,ORMW,2023-11-16 19:05:19,19.2,16.16
PZGM,85.77,8,CCAX,OLAP,2023-09-09 10:22:47,85.77,87.07
PHZA,58.81,7,CWJC,OXOH,2023-02-04 03:11:41,58.81,67.66
PJBY,48.3,6,CLYQ,OXHJ,2023-10-07 06:04:49,48.3,39.45
PFSB,82.67,6,CVWI,OONU,2023-11-06 16:02:37,82.67,84.13
PULO,13.06,4,CMTC,OAGZ,2023-12-21 01:35:15,13.06,11.69
PXXZ,45.11,2,CYSP,OZZX,2023-08-25 03:47:07,45.11,46.47
PNTN,19.21,7,CGOA,OUJT,2023-02-27 06:20:48,19.21,19.51
PMLY,73.82,5,CZQC,OTEX,2023-11-16 11:20:48,73.82,67.85
PEKM,81.1,1,CYTR,OXKW,2023-11-05 07:08:44,81.1,87.57
PPAT,78.03,2,COLE,OLRN,2023-11-12 10:37:42,78.03,70.2
PGZT,46.38,8,CXGJ,OTVH,2023-11-21 19:27:18,46.38,53.07
PYRZ,51.79,1,CNKQ,OITW,2023-12-06 21:49:53,51.79,56.78
PRPV,23.77,1,CQDQ,OEUW,2023-03-16 19:19:20,23.77,21.16
PVEN,26.46,5,CDJD,OMPU,2023-03-24 16:00:16,26.46,28.19
PATF,85.36,7,CXUY,OBSI,2023-11-12 14:43:55,85.36,101.87
PUFM,69.96,5,CTZY,OFYY,2023-07-25 01:21:52,69.96,65.29
PUUB,78.93,10,CERC,OIJH,2023-09-18 01:44:42,78.93,85.95
PDKF,66.15,3,CITF,OSSX,2023-02-09 07:28:01,66.15,68.69
PNFY,37.66,6,CRMC,OKBB,2023-06-01 09:56:50,37.66,41.46
PEPA,21.65,7,CDTK,OVBR,2023-10-11 22:06:20,21.65,17.82
PBBM,70.86,2,CISG,OOSI,2023-02-24 16:38:59,70.86,68.99
PTWL,68.08,7,CRSU,OSZH,2023-10-08 00:05:18,68.08,77.45
PMTZ,97.38,3,CJYE,OZSB,2023-08-26 22:05:28,97.38,86.6
POIZ,63.34,7,COSO,OUVO,2023-07-05 10:37:15,63.34,70.09
PEXA,78.67,8,CGYW,OYBO,2023-03-27 10:37:17,78.67,81.42
PSCB,12.36,6,CZKP,OYOA,2023-06-29 13:06:35,12.36,12.36
PKZR,63.87,5,CBKF,OMTH,2023-05-29 12:58:08,63.87,76.43
PKUS,60.23,2,CKEQ,OVOF,2023-07-06 20:57:17,60.23,66.57
PLLI,44.07,5,CUKL,OIVY,2023-10-12 22:38:03,44.07,51.66
